text,label,id,toxicity_score,target_groups
self government requires self government vvs16,0,3855,1.0,['all_groups']
no they would not alt right are just nazis in nice suits,0,15325,1.0,['all_groups']
breitbart employees threaten walk out over milo,0,13180,1.0,['all_groups']
must cancel 1billion us arms sale to saudi arabia before more die in yemen,0,2018,1.0,['all_groups']
sorry not sorry etc get used to losing always d,0,707,1.0,['all_groups']
i think we found you guys a new supporter,0,10601,1.0,['all_groups']
good we need a purge,0,1338,1.0,['all_groups']
being despised doesn t negate your heritage learn to think or who is paying you,0,5633,1.0,['all_groups']
bless you mr taylor,0,2153,1.0,['all_groups']
and who are these people,0,3042,1.0,['all_groups']
when hitlers favorite waffen ss commando leader became an irish farmer swrm nazis ireland via,0,7352,1.0,['all_groups']
great video resource on the nature of marriage from humanum,0,18548,1.0,['all_groups']
judges lawyers cops domestic violence programs r stealing federal title iv vawa funding that s why they help,0,17076,1.0,['all_groups']
attendees were so nice and respectable maga,0,16817,1.0,['all_groups']
this is promoted by which has many ties to white supremacist hate groups stopsanctuarycities,0,17341,1.0,['all_groups']
most white christians don t support the gay marriage diktat from the federal bench,0,6168,1.0,['all_groups']
was british foreign policy ever ethical from south african experience even applicable today the answer mus,0,14809,1.0,['all_groups']
david lane the price of continued reality denial swrm sirdavidlane via,0,14150,1.0,['all_groups']
sociologist military officers too white via,0,18173,1.0,['all_groups']
i e no white people,0,12385,1.0,['all_groups']
straight white men in germany in the 30s and 40s nazis straight white men in us in current year citizens,0,715,1.0,['all_groups']
don t forget part jewish,0,15101,1.0,['all_groups']
challenge anyone to read over time where islamic precepts married to current events not think differently,0,2169,1.0,['all_groups']
satej patil son of bihar governor dy patil trails by 2970 votes in kolhapur south against bjp s amal mahadik decision2014,0,6254,1.0,['all_groups']
don t worry adam you re just a cuck looking for status if you want to start thinking clearly then reach out,0,14165,1.0,['all_groups']
refugees is not invaders u idiot paranoida,0,2997,1.0,['all_groups']
one of the many shortcomings of white supremacists is their inability to understand which murders are newsworthy,0,1575,1.0,['all_groups']
not true,0,1558,1.0,['all_groups']
give us a hint video of cruz and rubio waist deep in foam,0,5964,1.0,['all_groups']
and i want every white person in america to see this and get inspired this must continue,0,11314,1.0,['all_groups']
question is it possible that the term islamaphobia is sharia law of slander in disguise,0,15387,1.0,['all_groups']
they will arrest white nat here in the states though,0,776,1.0,['all_groups']
you don t think white supremacy exists,0,11090,1.0,['all_groups']
duke s is implicitly white tbh,0,7734,1.0,['all_groups']
america will be safe when trump out the white house lol yes,0,16785,1.0,['all_groups']
houston we have a problem city subpoenas pastors sermons 4houston5 istandsunday,0,5997,1.0,['all_groups']
have you seen kessler s song white devils,0,9301,1.0,['all_groups']
the latest lazcato s revolutionews thanks to activism revolution,0,16380,1.0,['all_groups']
hope you and congress can take away federal funding to these states that has sanctuary cities and support daca,0,4104,1.0,['all_groups']
voting for or will never make america white again but you keep dreaming,0,17383,1.0,['all_groups']
president trumo paid a higher tax rate than obama democrats you are beyond stupid and petty,0,3460,1.0,['all_groups']
actually if you stand up to antifa you get legislation condemning you in the halls of gop congress and signed by,0,4801,1.0,['all_groups']
haryana bjp 55 70 seats savethis,0,7785,1.0,['all_groups']
every injury act of property destruction and shot fired tonight can be laid at the feet of the mainstream media ferguson,0,16905,1.0,['all_groups']
media beware the southern poverty law center has become a dangerous joke,0,15304,1.0,['all_groups']
convention cruz came out 4 himself trump came out 4 our country,0,4945,1.0,['all_groups']
violent hate crime attacks against white people read more via,0,13726,1.0,['all_groups']
n trillys that are all attached to white power econ,0,4285,1.0,['all_groups']
they ve gotten so crazy with that everyone is a racist now we even have racist animals and racist hurricanes,0,15523,1.0,['all_groups']
lol yup all of the climate scientists meet in a comic villain lair every year and chart out the lies they ll present to the un conference is organized by the reptile people behind the new world order,0,14382,1.0,['all_groups']
there is plenty of evidence for racial differences in mental functions those differences are not huge but they exist,0,17329,1.0,['all_groups']
perhaps you ve read this pithy expos of mr pompousiq by super smart robert spencer,0,17670,1.0,['all_groups']
tip of the iceberg media rarely ever covers entrenched culture of child rape among hollywood elites,0,16436,1.0,['all_groups']
rt the first woman s name was eve from hebrew the meaning is giver of life woman s god given name is giver of life not taker no choice,0,18488,1.0,['all_groups']
india just set a new all time record high temperature in rajasthan 51c or 123 8 degrees,0,14298,1.0,['all_groups']
re trump university would liberals accept a white judge under any circumstances who was a member of an white race organization,0,11737,1.0,['all_groups']
95 of white ppl do not start whereas 99 of liberals are retarded brain fried idiots they incite violence destruction white ppl don t like the craziness going on act like a human get treated like one we don t chimp out,0,8381,1.0,['all_groups']
imagine there s no white countries,0,7871,1.0,['all_groups']
russia to ship 10mn tons of oil annually to india in next 10 years putin,0,9921,1.0,['all_groups']
how about stopping benefits 2 all so called bpl families with more than 2children newindia do u have guts to do it ji,0,14228,1.0,['all_groups']
fergusonhey when you get rid of the actual kkk you can start complaining about black racists now go get the,0,8453,1.0,['all_groups']
israel teaching american police chiefs strategies on counter terrorism,0,1448,1.0,['all_groups']
splcs mark potok donald trump is a racist has white nationalist positions splc now officially on the t,0,16332,1.0,['all_groups']
rt when you re so frighteningly stupid you think a gay jew is a nazi msm,0,13006,1.0,['all_groups']
doesn t calling them islamic state justify and validate that their claims of caliphate are accurate,0,980,1.0,['all_groups']
white nationalists are mostly libertarian they re all under stefan molyneux s videos,0,15616,1.0,['all_groups']
bronies and white nationalism california are bronies the future of the white nationalism discuss note th,0,12279,1.0,['all_groups']
who told you i m anti white i m white myself how could,0,1841,1.0,['all_groups']
rt in the latest radio renaissance speaks with the author of how a young black man became a race realist,0,1974,1.0,['all_groups']
white culture,0,19043,1.0,['all_groups']
what s the white percentage vs black,0,9175,1.0,['all_groups']
are you anti white,0,7661,1.0,['all_groups']
but brievik kill many people because of you and geller support him please myjihad,0,18629,1.0,['all_groups']
so what happened today what did the court say,0,4397,1.0,['all_groups']
religious freedom must be for everyone explains why religiousliberty,0,5313,1.0,['all_groups']
duke university islamic studies professor blames and for cartoon violence,0,17823,1.0,['all_groups']
the reeds trusted god to use their ministry and were a part of their historic victory at the supreme court,0,17317,1.0,['all_groups']
you re in denial than all nonwhites hate you and like white genocide,0,5588,1.0,['all_groups']
utopia s don t exist if your utopia is only white then you might,0,10977,1.0,['all_groups']
any plans for installing national pride in maharashtra or is it not that important curious,0,9494,1.0,['all_groups']
white house announces sanctions against n korea,0,4582,1.0,['all_groups']
the south tried to block the fiscal cliff deal in the house tcot secession,0,12739,1.0,['all_groups']
burka niqab fgm honourkillings sharia jihad anticanadianvaluesbcuz its 2016 right,0,13047,1.0,['all_groups']
many american children are victims of school shootings by racist white boys white boys threaten the safety of americans,0,16209,1.0,['all_groups']
white history month sign stirs up flemington via,0,1081,1.0,['all_groups']
one surprise ted cruz has worst favorability in sc at 42 48 bush also under water at 41 43,0,8951,1.0,['all_groups']
it would be very beneficial to let some jews join guys you need to be more diverse i m mexican and i would like to join also,0,15252,1.0,['all_groups']
it see white privilege tho,0,12463,1.0,['all_groups']
white students discouraged from participating in mondays ferguson demonstrations via,0,17436,1.0,['all_groups']
planned parenthood gets criminal referral as it should,0,4344,1.0,['all_groups']
you mislead people by saying opposite of islam is white this is not a race issue,0,2930,1.0,['all_groups']
cannolis are explicitly white,0,18637,1.0,['all_groups']
ted cruz and paul ryan called the trans pacific partnership a fair deal for the american worker,0,162,1.0,['all_groups']
fact populist rebellion against the gop saved us from amnesty every time,0,7749,1.0,['all_groups']
is rubio wearing his high heels tonight gopdebate,0,7019,1.0,['all_groups']
alert outlook magzine will do 4 major hit job s from april to august on modi and nda a 18 cr deal watchout,0,13121,1.0,['all_groups']
also look at all the people not attacking us this video is 95 people not attacking you,0,1924,1.0,['all_groups']
rt south africa s jihadist anc today s southern tip of africa s hamas isis mb alqaeda hq supports this terrorism,0,13923,1.0,['all_groups']
trump university is indeed a fine institution for people like you good luck you ll need the welfare,0,16448,1.0,['all_groups']
hope big bang fdi reforms across 15 sectors announced ahead of pm s uk visit heralds bold new eco policy after bihar defeat,0,18712,1.0,['all_groups']
sanders is a good man but what if it s cruz vs hitlery lol,0,10828,1.0,['all_groups']
i disavow new vision of a country that is 90 white simply isn t white enough,0,3251,1.0,['all_groups']
are you employed to make us real national socialists look bad,0,17733,1.0,['all_groups']
befitting epithet national cancer for the gop in present context,0,4905,1.0,['all_groups']
hunt for white women black racist serial killer confesses to 41 murders more,0,13316,1.0,['all_groups']
black supremacist screaming i hate white people attacked whites in new york metro station via,0,12043,1.0,['all_groups']
i guess they think we have no choice but to vote for cruz,0,12402,1.0,['all_groups']
finally some good optics,0,12333,1.0,['all_groups']
join the crowd apparently i m a racist for pointing out facts and evidence if everyone is a racist then no one is a racist,0,12487,1.0,['all_groups']
dems to own antifa using a detached bunch of losers as chum they re in motion will battle phantoms into oblivion now,0,5734,1.0,['all_groups']
via spain muslims break into church spray allah on wall destroy crucifix tcot,0,12802,1.0,['all_groups']
take the template of how trump won grass roots social media start applying that to even better can,0,7228,1.0,['all_groups']
news flash racist m america is never going to be white again phasing out immigrants isn t going to change that get a grip,0,10732,1.0,['all_groups']
politicians trying to make you hate the statues to take attention off of them and people fell for it,0,1602,1.0,['all_groups']
the deliberate dumbing down of america great video with a couple small errors youtube education justice,0,17287,1.0,['all_groups']
white nationalists rolling around campus,0,12196,1.0,['all_groups']
for white supremacy antifa are nazis quick punch them,0,16605,1.0,['all_groups']
so whites can t have collective interest and if they do it s hate,0,3819,1.0,['all_groups']
yes i m seeing it on all my social media so far i found 2 strange supporters trump and pence haha,0,7416,1.0,['all_groups']
this is what we have to deal with whites do not have freedom they are going to arrest us for posting innocuous material this is america,0,8192,1.0,['all_groups']
hey you better be careful youll be called a racist because obama is half black and white peo,0,14937,1.0,['all_groups']
sorry obama harvard study says poor muslims are less likely to be terrorists,0,2566,1.0,['all_groups']
because shooting 500 people would definitely not be an indicator of that,0,16825,1.0,['all_groups']
video liberals sign petition to support white privilege tax,0,12113,1.0,['all_groups']
are you sure it s white,0,13154,1.0,['all_groups']
i also think that at least 1 3 rd of the white race would rather just side with the left an,0,2295,1.0,['all_groups']
george wallace would have been president,0,11480,1.0,['all_groups']
it s the american clu,0,2373,1.0,['all_groups']
at 40 10 pulls the predictable trick of comparing to isis for reading islam the same way,0,17743,1.0,['all_groups']
the white emmett till,0,18248,1.0,['all_groups']
true at the time i had not completed my research and you would have won now i am ready,0,1147,1.0,['all_groups']
if you d drive a knife into milo buy the lies being spread by lugenpresse then you aren t the counter culture maga,0,17957,1.0,['all_groups']
the grand hindu alliance of narendra modi is likely to deliver 350 seats in parliament 2014 nitish repents,0,9998,1.0,['all_groups']
also the talk of a full tenure is just a police lobby idea work orno work full tenure no shifting how it helps law order,0,3022,1.0,['all_groups']
kalergi s children leaders give us this hate crime attacks on white graduates rockdenmark,0,18516,1.0,['all_groups']
nothing about is consistent because he cant understand demographics is destiny his views will no longer exist without whites,0,18093,1.0,['all_groups']
the foot like this your holding back white nationalism,0,15479,1.0,['all_groups']
nigeria islamic jihadists bomb church murder five people,0,6703,1.0,['all_groups']
china begins railway construction to kongpo near indian border more accurate,0,10301,1.0,['all_groups']
pakistan foe of blasphemy law accused of hate speech for opposing blasphemy law,0,13538,1.0,['all_groups']
they are so very desperate they are twitchin just wait until april 28th or better yet june when the scotus rules,0,13680,1.0,['all_groups']
israeli president criticized for allowing his son to race mix with white girl read more,0,7026,1.0,['all_groups']
cair claims washington times national review fox news are part of islamophobia network via bancair,0,8623,1.0,['all_groups']
immigrants aren t to blame for jobs going overseas and they don t compete for the same jobs so stop lying,0,7873,1.0,['all_groups']
hindus don t have any issues with white race as aryans we are closer to nordic races,0,11521,1.0,['all_groups']
alabama doesn t need time to defundpp redirect taxpayer to the 234 better health care alternatives,0,16775,1.0,['all_groups']
grammar nazis very dedicated to humor to make a whole fake account for this one joke,0,17852,1.0,['all_groups']
pittsburgh jewish agency and islamic center working together to bring more syrians to the city via,0,4338,1.0,['all_groups']
is adam and eve a story about sexism it s laughable these people are liberals,0,9723,1.0,['all_groups']
rt urgent isis is plotting an imminent attack against jewish schools in turkey skynews,0,11181,1.0,['all_groups']
how i talk to my kids about white supremacists via,0,7811,1.0,['all_groups']
another example of how the roberts supreme court will go down as worst in history bar none,0,14069,1.0,['all_groups']
first pewdiepie now jontron,0,2232,1.0,['all_groups']
but there are selfish pimps in bjp who are abusing,0,2160,1.0,['all_groups']
hyperbole or not ds has the most extreme rhetoric of any other alt right so it s pretty,0,15179,1.0,['all_groups']
oh look more facts hang on you could be called racist here,0,2484,1.0,['all_groups']
this ficking loser thinks white people are discriminated against,0,9108,1.0,['all_groups']
yesterday was white supremacists today is white nationalists tomorrow just saying white you ll come as racist control the perception,0,88,1.0,['all_groups']
jeh walking it back on freedom religiousfreedom,0,2379,1.0,['all_groups']
wow you know this is white supremacist garbage right,0,1861,1.0,['all_groups']
too all the people who are apart of this white supremacy you must end the hate hate is a sickness you all have,0,11866,1.0,['all_groups']
mim will now become permanent bug in aap bed aap ka bed bug infected mim will suck aap now,0,15309,1.0,['all_groups']
the rebels in eastern ukraine got the optics right,0,12738,1.0,['all_groups']
you re jewish not white,0,2825,1.0,['all_groups']
educate yourself before you cause more hate crimes this white supremisist propaganda does not fool anyone here,0,1304,1.0,['all_groups']
stop trying to put a black face on your lies and fake data to promote your white supremacists views,0,8108,1.0,['all_groups']
tomo kejriwal will wave papers say jaitley too is corrupt during upa regime he listed 15 corrupt ministersthen formed govt wid same cong,0,17354,1.0,['all_groups']
columbia student claims to be traumatized by reading about white people via,0,17786,1.0,['all_groups']
have a discord session about this between every known person in ar i e you and hunter and disc,0,12174,1.0,['all_groups']
holocaust debate comments news french comic dieudonne at europe rights court over robert faurisson fr,0,2011,1.0,['all_groups']
i looked at your daily caller article looked at their source and cherrypicked just as the article did only i cherrypicked the more striking offense its like you stub your toe and its the end of the world and nothing happens outside the white bubble get real,0,17919,1.0,['all_groups']
here is the white supremacist beast via,0,12054,1.0,['all_groups']
suspected spiritual and clan leader,0,3509,1.0,['all_groups']
rt even more important than to kill militants you have to kill the narrative former isis captive tells me,0,1021,1.0,['all_groups']
you said youd work with anyone who opposes antifa and com which means you wpuld work with isis if that,0,14780,1.0,['all_groups']
i know d aspartate and dehydroepiandrosterone dhea increase t zma increases through deeper sleep never heard this abt krill tho,0,6033,1.0,['all_groups']
we white jews must also taketheknee against white supremacy,0,16489,1.0,['all_groups']
hi guys just scrolling through your page and it really draws the followers in i already have my own ghost costume bornready,0,8740,1.0,['all_groups']
another white supremacist race soldier huh,0,14071,1.0,['all_groups']
little white girls are resources,0,4252,1.0,['all_groups']
full moon this christmas is very rare the last time was 1977 the next time will be 2034,0,13259,1.0,['all_groups']
oh get real white genocide what are you smoking,0,12596,1.0,['all_groups']
liberal democracy vs organic nationalism as an organizing principle for the south alabama editors note her,0,14372,1.0,['all_groups']
congress was behind patel quota agitation claims gujarat cm anandiben patel,0,14138,1.0,['all_groups']
i gave you a template for respectability but i am positive you will not follow it and chimpout instead this is exactly what my side wants you to do which will draw our people to our side in greater numbers thanks,0,12400,1.0,['all_groups']
well there are way more white people in this country and what happens to cops who kill white people do they get off,0,10094,1.0,['all_groups']
and hillary the epitome of white supremacy,0,5631,1.0,['all_groups']
more than caire we are fair,0,11670,1.0,['all_groups']
wwii europe atlantic theater revisionist forum hitler could have won the war if he only wanted to ther,0,9238,1.0,['all_groups']
to end discrimination aceh to impose sharia on non muslims as well as muslims,0,9363,1.0,['all_groups']
highlights from vvs16 valuesvotersummit from what a great week,0,432,1.0,['all_groups']
there s going to be a race war in sa for sure you think,0,18975,1.0,['all_groups']
yeah it was flat got up there and tried to recreate the magic of the primary but it is gone half the people in,0,10388,1.0,['all_groups']
breaking banner burned american tradition,0,2158,1.0,['all_groups']
may i ask what message do you hope to get from the white lives matter rally,0,17558,1.0,['all_groups']
yes hitler really did take the guns from jews before yes hitler really did take the guns from jews befo,0,3710,1.0,['all_groups']
me too i couldn t make it but i will for sure next year if we make this an annual gathering,0,4268,1.0,['all_groups']
this is getting tiresome ignore this racist hate group thank you senator nelson spread the love,0,8188,1.0,['all_groups']
a look back scotus unanimously 9 0 gives alliance defending freedom our clients and religious americans victory,0,256,1.0,['all_groups']
adolph hitler was a genius but unrecognized by most people world wide he knew how to solve problems plagueing working classes,0,3925,1.0,['all_groups']
a fetus is a baby and needs to be treated w respect and dignity infant messaging with the select panel,0,14957,1.0,['all_groups']
of heritage and hate,0,10757,1.0,['all_groups']
chicago muslim who tried to join islamic state told parents he had to because caliphate had been,0,8494,1.0,['all_groups']
i am a southern liberal and their is so many racist stupid people running in the rural towns that think if your not white your the enemy,0,14236,1.0,['all_groups']
the hypocrisy on the cnndebate is just too disgusting and infuriating tv off ows oo freedom liberty truth,0,10892,1.0,['all_groups']
pewdiepie my response,0,5284,1.0,['all_groups']
a must read for churches and nonprofits from and religiousfreedom,0,25,1.0,['all_groups']
two or more white people gathering makes the little marxists nervous,0,17366,1.0,['all_groups']
what immigrants aren t they 99 white,0,5490,1.0,['all_groups']
would be much more impressive if it included freedom to hold a doctrine which differed from yours ton istandsunday,0,17463,1.0,['all_groups']
rt shri congratulating bjp president shri,0,1020,1.0,['all_groups']
the realist report jews disproportionally represented amongst world s wealthiest,0,10289,1.0,['all_groups']
other how are you other you have the preconceived notion dude not me you are a man yes you are a human yes well i m a woman so we differ there i m a human so we re same there oh because you are black and i m white you brought it up see that s not what i saw first,0,10768,1.0,['all_groups']
france why we are afraid,0,4762,1.0,['all_groups']
iowa poll finds ted cruz and donald trump in tight race via,0,10642,1.0,['all_groups']
the era when people went to concerts and never dreamed of being bombed or mowed down,0,14586,1.0,['all_groups']
insulting sitting pm this manner indian national cancer can t avoid radiation,0,15237,1.0,['all_groups']
rand paul doing the worst gopdebate,0,7172,1.0,['all_groups']
white pride activists place giant sign over oregon highway overpass via,0,8298,1.0,['all_groups']
we ve never had any problems anywhere in the south,0,17398,1.0,['all_groups']
alqaida video urges muslims in kashmir to wage jihad on india,0,15773,1.0,['all_groups']
when i was younger i used to ask my mom why i wasn t born black because i wanted to be black like my best friend what do u think,0,11921,1.0,['all_groups']
as white american man i couldnt b more sickend by racist commentary u seem unable to control urself from making,0,3966,1.0,['all_groups']
disney has first and foremost been a purveyor for introducing sorcery and that in itself is bad enough,0,5915,1.0,['all_groups']
trinity lutheran church of columbia v comer religiousliberty,0,2672,1.0,['all_groups']
sounds pretty racist to me,0,5351,1.0,['all_groups']
government departments are harassing law abiding citizens more under your regime in name of various catch phrases,0,1341,1.0,['all_groups']
those people in the black and white photo were ahead of their time,0,3586,1.0,['all_groups']
between fire and ice the story of the wilhelm gustloff swrm fire ice via,0,3980,1.0,['all_groups']
licensed to kill the inevitable fallout of the culture of death prolife,0,18023,1.0,['all_groups']
white people are terrible at unifiying they say oh well he was charged with a hate crime it s fine,0,8448,1.0,['all_groups']
everything this president is being accused of by u libtards is exactly wha,0,41,1.0,['all_groups']
because of the differences between fascism and ns i truly believe that adolf uncle benito were honestly great friends not just allies,0,15023,1.0,['all_groups']
us says anti semitism a growing problem in europe via,0,6397,1.0,['all_groups']
it seems like nasa is suffering from white privilege,0,18777,1.0,['all_groups']
of remaining delegates trump must win for 1237 if cruz takes all wi delegates 59 if they split 57 if trump takes all 54,0,16703,1.0,['all_groups']
pulpit freedom sunday oct 7th erik stanley on stand up for the truth,0,10376,1.0,['all_groups']
the more time passes the more i think all this talk is media gas lighting,0,14597,1.0,['all_groups']
no what i hate is people who hold whites to a double standard which you are doing we re going to be us and you can do you,0,8000,1.0,['all_groups']
for a bright future for our race allowing white nations to maintain their essence id,0,7556,1.0,['all_groups']
you fergot anti straight white male meaning not for heterosexuial males who happen to be white,0,5576,1.0,['all_groups']
can furries join i have white fur and green eyes arf,0,6815,1.0,['all_groups']
a seafaring islamic caliphate would diminish sea trade and devastate sea traffic let alone for cruisers,0,12201,1.0,['all_groups']
jared taylor why they lie via,0,10251,1.0,['all_groups']
this is why we must never give up our firearms the people of britain are unarmed against a government that hates them,0,17345,1.0,['all_groups']
day of dialogue 2013 leave em speechless alliance defending freedom blog,0,10480,1.0,['all_groups']
white guilt hah,0,869,1.0,['all_groups']
where are the white women at,0,13768,1.0,['all_groups']
free speech is not for everyone sylvia stolz has been jailed again for questioning the holocaust via,0,16930,1.0,['all_groups']
wwii asia pacific theater revisionist forum indian nationalism and the axis the following link is to a le,0,10165,1.0,['all_groups']
rt in times of crisis india will stand in full support solidarity with the belgian people modiinbrussels,0,5667,1.0,['all_groups']
how about repealing outdated offensive federal laws against native whites in the south and west,0,1371,1.0,['all_groups']
because fighting against non white people is not racist at all,0,8592,1.0,['all_groups']
yes but wouldn t them moving there increase the amount of white europeans move to iceland or norway lots of white folks there,0,10172,1.0,['all_groups']
trucons aren t capable of anything but grandstanding even after healthcare we will see this on other issues,0,3845,1.0,['all_groups']
his business background people who expected a potus with a business background to not be a cuck were morons,0,7803,1.0,['all_groups']
the latest what matters gazette thanks to bluebloods prolife,0,10001,1.0,['all_groups']
angry white and proud new documentary on english nationalism video via,0,12234,1.0,['all_groups']
not only holy places but school office othr places r also temple for us modi shown us how to respect temple of democracy working place,0,4308,1.0,['all_groups']
fake news black people would prefer immigration of white people but where do they originate from what s the origin of white people,0,15125,1.0,['all_groups']
existence of our people and a future for white children,0,8681,1.0,['all_groups']
it s important to remember that only whites are capable of hate crimes when in doubt brin,0,6104,1.0,['all_groups']
agreed no you re not a racist it s justice,0,5815,1.0,['all_groups']
the proudboys are all about inclusion unless you re white and proud then they re all about exclusion,0,14575,1.0,['all_groups']
rt i don t judge people i serve everyone who walks in i just don t make cakes for every event that s asked of me scotus justiceforjack,0,4714,1.0,['all_groups']
uk jewish lawmaker blasted for jewish money quote via,0,804,1.0,['all_groups']
rape of europe 5sept2015 altright,0,1615,1.0,['all_groups']
because most people here still hold out hope for law and order and belive,0,2137,1.0,['all_groups']
given that the media is already using alarmist rhetoric there will be protestors that s how these th,0,8705,1.0,['all_groups']
a brief look at your page signifies to me you are a typical right wing white,0,16764,1.0,['all_groups']
have you ever seen a race with no competitors black white are invalid colours of stigma for power as1st last place,0,4084,1.0,['all_groups']
being pro white doesn t equate to hating another race we respect others who wish to engage in their racial identities,0,8599,1.0,['all_groups']
and thinks white on white rape is fine,0,7651,1.0,['all_groups']
live stream march for marriage in washington d c lifesitenews,0,1500,1.0,['all_groups']
german election trouble for merkel as chancellor faces populist resurgence ahead of vote,0,16034,1.0,['all_groups']
classical music hvy metal progrock low crime space scientific etc exploration idealism education gun subculture christian heritage,0,350,1.0,['all_groups']
very sad the deadfish policy seems to be as long as it s blacks killing other blacks over drugs a,0,14664,1.0,['all_groups']
rt horrific firebombing of dresden 70 years ago neverforget germany wpww,0,18139,1.0,['all_groups']
the word you are searching for joey is assault not sure what world you grew up,0,13670,1.0,['all_groups']
shame on you we will work to keep our world safe from people like you,0,12666,1.0,['all_groups']
white supremacists are a hate group and so is antifa both must be dismantled,0,9215,1.0,['all_groups']
most of the alt right is doomed talk is barely disguised jealousy cattiness and fear,0,9285,1.0,['all_groups']
yeah that disney movie was such a racist manifesto smhwhen everything is racist nothing is,0,13827,1.0,['all_groups']
has announced the airing of garbage anti white marxist propaganda on their platform dear white people cancel your subscription,0,5744,1.0,['all_groups']
it s a good thing that doesn t want to gut medicare and social security like paul ryan nrorevolt,0,7904,1.0,['all_groups']
racist black anti white shooting spree says tchers taught him to hate whites via,0,1902,1.0,['all_groups']
i live in ky most people here hate him i know plenty of people that would show up,0,16110,1.0,['all_groups']
but now everyone thinks the alt right supports nazis and with videos of r spencer saying,0,4003,1.0,['all_groups']
the long road to the white house,0,8153,1.0,['all_groups']
i think lots of young people can t figure out why we spent trillions of dollars to build a liberal democracy in iraq,0,1403,1.0,['all_groups']
the fact that 50 already support our practical positions but only 10 support the alt right brand mea,0,17291,1.0,['all_groups']
cuckservatives rand paul went to haiti to court a jade helm promoting billionaire sugar daddy rand paul desp,0,3125,1.0,['all_groups']
jews are white,0,5166,1.0,['all_groups']
now that s racist you should be ashamed,0,13506,1.0,['all_groups']
2nd year in college i read the ga secession conv compiled by frehling i was already re,0,5761,1.0,['all_groups']
john pelham wyoming the white zion via,0,9763,1.0,['all_groups']
germany jewish community bochum asks members to not wear jewish symbols in public anymore whe,0,1901,1.0,['all_groups']
spencer versus the leftist islamic alliance stuttgart germany june 2 here is video of my talk before v,0,1141,1.0,['all_groups']
the religious rightappear to have been so many barnacles hitching free rides on the whale of the jacksonian populist electorate,0,5754,1.0,['all_groups']
i don t hate black people look at my black friend you re criticizing a group for helping poor white people the only part of this you object to is the type of the people being helped you re anti white,0,13866,1.0,['all_groups']
report jews getting holocausted by deluge of mean words and symbols daily stormer,0,4374,1.0,['all_groups']
i d see a latino who is pro nra or a black marine or jewish libertarian as a brother but not a white communist or white antifa guy,0,10611,1.0,['all_groups']
you think fb is anti white,0,6520,1.0,['all_groups']
hitler was a jew lol,0,6929,1.0,['all_groups']
by raping robbing resource rich ie gold diamond silver from african countries enslaving the people in the name of colonialism,0,6661,1.0,['all_groups']
i mean they re white,0,4147,1.0,['all_groups']
drunk russian sailor crashes 7000 ton ship into scotland at full speed,0,4972,1.0,['all_groups']
the rally in cincinnati is on media put out false reports that it was cancelled makeamericagreatagain trump2016,0,14604,1.0,['all_groups']
what do you think things would be like now if rubio or cruz had won,0,10102,1.0,['all_groups']
this thread comes to a temp end till more info but i will keep digging,0,14641,1.0,['all_groups']
awe a little butthurt are we,0,4896,1.0,['all_groups']
anything with dark and white seems to be racist or associated with racism these days wonder how liberals feel about hersheys dark white chocolate swirls that s racist wouldn t you say and we won t even discuss cotton socks and tee shirts my bvds total racist,0,16807,1.0,['all_groups']
don t they always brag of cultural sophistication this is the other nottheast ethnic whites catholics etc,0,11444,1.0,['all_groups']
1000s of invaders vanish govt admits the new observer germangovernment spokesman,0,4787,1.0,['all_groups']
how am i a racist,0,6933,1.0,['all_groups']
gary sutton and congressman lou barletta a good friend at fair hold their feet to the fire event in dc,0,4065,1.0,['all_groups']
in the last year alone the trucons have gone from demonizing nathan bedford forrest to andrew jackson,0,10640,1.0,['all_groups']
hope is not lost has some positive news you might like to see,0,11523,1.0,['all_groups']
it s confusing angry was to nour u r questions was why r u racist towards white people,0,1455,1.0,['all_groups']
anti white privilege the occidental observer,0,9489,1.0,['all_groups']
we also need to incentivize white women birthing more than 2 kids,0,8238,1.0,['all_groups']
shut up i don t listen to people who gas anyone who isn t white catholic and stupid,0,15424,1.0,['all_groups']
not if im white and you are white i am critiquing your lack of intelligence,0,10746,1.0,['all_groups']
the white walkers have taken over the gop it used to just be accused of being a racist party,0,5400,1.0,['all_groups']
you brought in all of these left wing antiwar activists and they took over a right wing movement,0,15670,1.0,['all_groups']
no it s way better to be white,0,8919,1.0,['all_groups']
you have lost track of your own point european does not encompass an identity be specific celebrate yr culture but let others live too,0,13846,1.0,['all_groups']
rt banner at altrightdc reads no longer silent we will be heard identity,0,14846,1.0,['all_groups']
nothing childish about jealousy cuck,0,7120,1.0,['all_groups']
um then why is he having to appeal to the supreme court oh because he was convicted,0,4527,1.0,['all_groups']
i think he s a bigger fraud than milo,0,13345,1.0,['all_groups']
agreed two leftists that will oppose any measures to keep american citizens safe potus has tough road fighting these types,0,7629,1.0,['all_groups']
it s not the majority of the illegals who cause our problem it is white supremacists and angry white men with guns,0,16162,1.0,['all_groups']
yeah but who is defining intolerance antifa are intolerant,0,4628,1.0,['all_groups']
i didn t hear call him a democratic gay black racist either did you,0,11543,1.0,['all_groups']
trump s populist america first should scare american jews and worry israelis,0,16449,1.0,['all_groups']
i didn t realize there was this level of strategic thinking among the alt right not being critical,0,12394,1.0,['all_groups']
