,Unnamed: 0,text,label,id,toxicity_score,target_groups
2123,3193,fair white supremacist hate anti immigrant organization bewarefair,1,12327,2.25,['all_groups']
2124,2477,if you re white and you adopt non whites you re a race traitor whether you realize it or not,1,9714,2.25,['all_groups']
2125,4851,my post on why gay people need to concede marriage,1,18830,2.25,['all_groups']
2126,6925,let s be honest here repeat the real reason why the great irish potato famine happened was because the irish figured out that they could also eat the potatoes,1,21300,2.25,['all_groups']
2127,5712,tell me is that red cross a cry for a medic for your english skills,1,20010,2.25,['all_groups']
2128,9713,feminist magazine demands white women abort their babies to solve racism,0,17838,1.0,['all_groups']
2129,3465,because what the white race needs is a military arms race among east asians those are the competitors,1,13169,2.25,['all_groups']
2130,13490,this thread comes to a temp end till more info but i will keep digging,0,14641,1.0,['all_groups']
2131,10474,truecons couldnt get anymore frustrating if they tried disgusting people with no principles,0,12135,1.0,['all_groups']
2132,5400,it just amazes me how so called starving people have energy to have sex but no energy to help their own living standards,1,19679,2.25,['all_groups']
2133,13113,im not black im hispanic yall open 2 latinos or na,0,18752,1.0,['all_groups']
2134,7289,arizona muslim who attempted to bomb social security building charged with previous murder,0,8488,1.0,['all_groups']
2135,263,more anti white hate propaganda re wwii it s not just the germans all whites guilty for fake holocaust,1,1003,2.25,['all_groups']
2136,11429,to protest the kkk christian lgbtq,0,12147,1.0,['all_groups']
2137,9830,you know those statutes were painted and they weren t lilly white folks,0,14776,1.0,['all_groups']
2138,12242,races prefer to remain apart glad my parents brought me up in a completely cultural unlike my own sample,0,7449,1.0,['all_groups']
2139,11034,these are white people according to,0,6342,1.0,['all_groups']
2140,5129,that s another reason we need to block this ruthless scavengers animals sorry for my language there isn t words,1,19380,2.25,['all_groups']
2141,10661,youre a disgusting racist,0,946,1.0,['all_groups']
2142,7630,antifa is new kkk dressing in all black instead of white hiding identity mask beating people of one race allowing no opposing speech,0,4882,1.0,['all_groups']
2143,4313,white resistance increases as minority status looms via tide comes in the tide goes out,1,16539,2.25,['all_groups']
2144,5551,omg quit following the law we need to sell tennis shoes,1,19842,2.25,['all_groups']
2145,4877,they fear the white they know what we can do,1,18983,2.25,['all_groups']
2146,13242,we need some polls of nebraska south dakota and montana it is too early to write off those states,0,7337,1.0,['all_groups']
2147,8736,cuckservatives trump s white nationalist fans discredit his candidacy via,0,15074,1.0,['all_groups']
2148,4338,how do they describe the white house correspondence dinner as a anti white jewish propaganda rally,1,16634,2.25,['all_groups']
2149,7153,just another racist hate group it s sad that people are still so intolerant and oppressive the future is not yours,0,8857,1.0,['all_groups']
2150,3827,white makes right itsoktobewhite,1,14712,2.25,['all_groups']
2151,12792,im not advocating brawling not at all the only brawling was in berkeley a,0,5111,1.0,['all_groups']
2152,7838,little white girls are resources,0,4252,1.0,['all_groups']
2153,11287,i m amazed people were actually able to coordinate grassroots coups and rebellions back in the day when,0,53,1.0,['all_groups']
2154,3204,he d tell you the same today noticing adverse events involving black people is racist,1,12365,2.25,['all_groups']
2155,2448,cong stooges in msm who underplay the darkest event in indian history emergency have the gall to accuse cong s opponents of fascism,1,9555,2.25,['all_groups']
2156,6436,about 8 of what it costs to feed clothe house incarcerate them every year buildthatwall,1,20763,2.25,['all_groups']
2157,11019,these are racist sheriffs from racist states their endorsement only further instills their hatred for immigrants go away,0,15515,1.0,['all_groups']
2158,9187,salon warns of white menaces to society tcot,0,6253,1.0,['all_groups']
2159,12604,again i ask where s your outrage for your fellow white folk,0,8534,1.0,['all_groups']
2160,5146,no sanc for islamists or illegals or ms13 thugs time for us to just say no to these rats who infest our body politic and do us no good,1,19401,2.25,['all_groups']
2161,2519,proletariat brown people bourgeoisie white people,1,9892,2.25,['all_groups']
2162,4701,the more white people who become fed up with leftist anti white rhetoric the better it s time for white ppl to love who they are again,1,18225,2.25,['all_groups']
2163,10050,doesn t the alt right have direction problems because you have political differences southern vs no,0,18444,1.0,['all_groups']
2164,9081,it belongs to white people don t like it leave,0,8820,1.0,['all_groups']
2165,11960,i obviously have multiple times of course europeans are caucasian thus white racially but white is only an ethnicity in north america,0,17549,1.0,['all_groups']
2166,6889,i ca nt wait for harriet tubman to be on the number bill i can finally use black people as currency again,1,21264,2.25,['all_groups']
2167,2596,rt oh yeah thats not white geocide at all not anti white racist at all imagine saying raising black families is dangerous ali families,1,10276,2.25,['all_groups']
2168,12780,without the white race traditional christianity as we know it will vanish,0,4616,1.0,['all_groups']
2169,8487,dickson represents the best of our people patriot auburnuniversity letspencerspeak,0,10486,1.0,['all_groups']
2170,2390,dont celebrate yet they like to call some of the brown population white our jails here are full of white illegals from south of the border,1,9298,2.25,['all_groups']
2171,10847,the reason lyin ted cruz has lost so much of the evangelical vote is that they are very smart and just don t tolerate liars a big problem,0,18237,1.0,['all_groups']
2172,11225,before rushing to judgment please see our faq page freedom peace truth workingclass,0,320,1.0,['all_groups']
2173,967,sharia law is barbaric,1,3899,2.25,['all_groups']
2174,1945,the difference between third world countries and america is the people think about that a minute trump2016 hillary2016,1,7246,2.25,['all_groups']
2175,6876,why are the japanese so skinny it did n t end very well for them the last time a fat man was in their country,1,21251,2.25,['all_groups']
2176,7051,why are you atheist,1,21427,2.25,['all_groups']
2177,95,german holocaust revisionist patriot horst mahler arrested in hungary via,1,402,2.25,['all_groups']
2178,12869,white supremacists,0,19058,1.0,['all_groups']
2179,5733,too many cooks spoil the soup too many rino s spoil the party s agenda i d like 2 bend em over let a real rhinoceros gouge their asses,1,20032,2.25,['all_groups']
2180,8424,rt we were murdered graffiti in synagogues i recently watched a video of an older german documentary on jews,0,5,1.0,['all_groups']
2181,219,white children are disproportionately the v,1,858,2.25,['all_groups']
2182,4333,ah the joys of diversity south africas police arresting young women to rape them via,1,16622,2.25,['all_groups']
2183,59,hollywood jew harvey weinstein busted for decades long sexual abuse of white women via,1,235,2.25,['all_groups']
2184,13281,white nationalism faq atlantic centurion,0,5520,1.0,['all_groups']
2185,2629,are you going to shoot up some people now too white people are dangerous,1,10426,2.25,['all_groups']
2186,12599,people in america had the mistaken feeling that they were free for over 100 years,0,8963,1.0,['all_groups']
2187,5814,easy just defund any fed monies to the soviet city of new york let them stew then arrest illegals,1,20121,2.25,['all_groups']
2188,11755,last thing america needs is inspiring more black on white violent crime by defaming modern americans as slavers tcot noconfederate,0,10685,1.0,['all_groups']
2189,461,whitegenocide means no more white children,1,2010,2.25,['all_groups']
2190,13556,rt so muslim is a race now or are you generalizing that all arabs are muslims god you re stupid,0,13919,1.0,['all_groups']
2191,12272,jihad against civilians is condemned but jihad against israel is a duty for any ci,0,16740,1.0,['all_groups']
2192,12744,hate group promotes anti muslim racist and xenophobic rhetoric counteracthate,0,6905,1.0,['all_groups']
2193,5664,the current cuckish philosemitism says whites must suck up to jews even when jews slap whites around that is not acceptable to alt right,1,19960,2.25,['all_groups']
2194,11092,white culture,0,19043,1.0,['all_groups']
2195,10390,divinity alum a championforchrist in action religiousfreedom 1stamendment,0,16760,1.0,['all_groups']
2196,7582,a look back scotus unanimously 9 0 gives alliance defending freedom our clients and religious americans victory,0,256,1.0,['all_groups']
2197,14095,have you heard about separation of church and state constitution no not surprised you re part of the old white guy hate group,0,8728,1.0,['all_groups']
2198,398,the harsh reality advocating for whites white interests or america of founding fathers automatically makes you marginal,1,1704,2.25,['all_groups']
2199,4112,tell me what race is islam isn t racist for criticizing a violent ideology that urges followers to kill people,1,15760,2.25,['all_groups']
2200,12539,contends coeur d alene city spokesman keith erickson lied to press in hitchingpost story lgbt,0,11233,1.0,['all_groups']
2201,2512,or as paul gottfried put it white nationalism is good 4 the jews,1,9860,2.25,['all_groups']
2202,7359,the work and the boulders liftwaffe powerdivision pumpdivision but just for today hail victory,0,9083,1.0,['all_groups']
2203,10143,didi will have to run away says narendra modi after mamata banerjee rules out alliance with bjp,0,9389,1.0,['all_groups']
2204,5508,she s an abrahamic what were you expecting lol,1,19798,2.25,['all_groups']
2205,9750,identity evropa activists had a successful day at the university of montana,0,17031,1.0,['all_groups']
2206,11192,two thirds of once vast sea now stressed by exponentially increasing human activity toomanypeople overpopulation,0,7316,1.0,['all_groups']
2207,6826,what did the african kid get for christmas aids,1,21201,2.25,['all_groups']
2208,7625,rt having a camera doesn t make you a journalist most antifa have camera for inlet gathering she also said on fb she was there for scalps,0,9342,1.0,['all_groups']
2209,6713,what have parents and pizzas in common when they re black there s no food,1,21088,2.25,['all_groups']
2210,330,frightened aren t you it won t be long before whitey is walking thru the slums hoping and preying for a white victory,1,1330,2.25,['all_groups']
2211,1786,russian tv report on france s white genocide by mass immigration white people are disappearing from all over france,1,6709,2.25,['all_groups']
2212,812,muslims crimes against the british people time to start closing down uk mosques,1,3390,2.25,['all_groups']
2213,1978,white countries no more this is whitegenocide,1,7360,2.25,['all_groups']
2214,9757,this is an identity i m american what is blessed enough to have your heritage and my other heritage i fight for both or nothing,0,7292,1.0,['all_groups']
2215,613,wave of black mobs brutalizing whites rt tcot tlot teaparty ocra,1,2705,2.25,['all_groups']
2216,1282,all whites must unite and stand strong it s about time get off your knees white man and white woman,1,4848,2.25,['all_groups']
2217,6641,hitler was a good doctor he cured tons of disabilities,1,21016,2.25,['all_groups']
2218,9311,he hasn t failed less than 3mos and has accomplished alot,0,1351,1.0,['all_groups']
2219,4787,latest news from the american nazi party freedom resistance survival truth,1,18550,2.25,['all_groups']
2220,9620,appreciate your gifts of humor and are hope and encouragement to my beautiful loving black white family,0,15906,1.0,['all_groups']
2221,3909,bbc fires award winning white male comedian for being white and male,1,15020,2.25,['all_groups']
2222,5406,doing constructive things on a regular basis is beyond islam s skill set,1,19685,2.25,['all_groups']
2223,7821,cair claims washington times national review fox news are part of islamophobia network via bancair,0,8623,1.0,['all_groups']
2224,4028,the people who predicted the catastrophic result of mass immigration were banished from political discourse,1,15495,2.25,['all_groups']
2225,14153,scotus overrode tens of millions of americans who recently reaffirmed marriage as the union of 1m1w scotusmarriage,0,2966,1.0,['all_groups']
2226,7393,apparently you didn t see bh leader proclaim he will sale girls in the name of allah,0,16808,1.0,['all_groups']
2227,10770,liberal democracy vs organic nationalism as an organizing principle for the south alabama editors note her,0,14372,1.0,['all_groups']
2228,13680,hindus have such handsome and beautiful gods,0,5041,1.0,['all_groups']
2229,10643,immigration training costs arizona 640000 this judeo capitalist system is a failure uk news mexico,0,14000,1.0,['all_groups']
2230,4026,the ongoing war against white people european front,1,15492,2.25,['all_groups']
2231,3813,voted to avoid pointless wars and third world immigration got pointless wars and more third world immigration,1,14667,2.25,['all_groups']
2232,4684,slavery in america was nothing more than farming that s why black birthrate was like white birthrate,1,18163,2.25,['all_groups']
2233,7134,racism is true normie red is lower iq blue is higher purple is highest,0,7167,1.0,['all_groups']
2234,2029,holocaust debate comments news burden of proof the fables of russell s teapot and blobel s vanished,1,7542,2.25,['all_groups']
2235,4783,islamophobia khomeini sexually assaulting crying and screaming 4 year old girl with parental,1,18515,2.25,['all_groups']
2236,13355,i like your strong words for president trump,0,10587,1.0,['all_groups']
2237,12518,rt don t wait for a white knight to save our people become the white knight check ou,0,2067,1.0,['all_groups']
2238,13278,to hear them tell it charlottesville was some kind of overwhelming communist victory,0,16437,1.0,['all_groups']
2239,10549,in other words whites who have created children businesses that employ other whites should risk jail unemployment welfare,0,14296,1.0,['all_groups']
2240,4040,this is the best get out of jail free card cucks have every time trump governs like obama it s actuall,1,15529,2.25,['all_groups']
2241,3115,rt what if white americans were in media outlets constantly writing things like jewish race must be abolished or jewishprivilege must end,1,12103,2.25,['all_groups']
2242,2501,new black panther party got suspended for posting about jews dont worry anti white hate and threats of violence is still allowed on the platform,1,9819,2.25,['all_groups']
2243,11290,other than brad if you repel whites you aren t promoting homogeneity unity etc,0,14462,1.0,['all_groups']
2244,9679,you kill or beat gay people in israel or the western hemisphere your going to jail,0,8346,1.0,['all_groups']
2245,6161,what is the wall for if amnesty is granted,1,20475,2.25,['all_groups']
2246,6597,how do you stop black guys from hanging out in front of your house cut the rope,1,20972,2.25,['all_groups']
2247,6649,africa is really boring during halloween everyone s a skeleton,1,21024,2.25,['all_groups']
2248,11950,i am a white male and i say white privilege does exist your move brad,0,1380,1.0,['all_groups']
2249,10103,hunter needs to read starship troopers to understand true morality we will need to adopt to surivive thrive,0,18447,1.0,['all_groups']
2250,5952,europe and usa should take in zero muslim refugees as they are all potential jihadis,1,20263,2.25,['all_groups']
2251,8025,i encourage uk to let you and geller enter and speak obviously left is paying inordinate subservience to muslim feelings,0,10225,1.0,['all_groups']
2252,5547,we should have done a better job teaching these hoodlums us history instead of the tyranny of progressivism,1,19838,2.25,['all_groups']
2253,7551,nice evaluation elder so sad people wont turn to the lord stop the sin its whats causing the deaths,0,11682,1.0,['all_groups']
2254,1731,white supremacists aka those who refused to buy your misogynistic failed rap album or jews differentiate dindu differentiate,1,6536,2.25,['all_groups']
2255,9862,with an annual income of 150k i doubt they are high school grads theyre obviously highly educated in most cases race is a way better predictor of voting trends among non white electorate than any other indicator time for conservatives to realize white voter are the base,0,3700,1.0,['all_groups']
2256,12286,i m done with the word optics,0,4160,1.0,['all_groups']
2257,13897,i m now not sure whether you have any familiarity with the bible the lord dwells in darkness where did your education come from when you say pastor do you mean you claim to know what s in the bible,0,16637,1.0,['all_groups']
2258,1166,what about all the blacks that kill other blacks on a daily basis shouldn t you be outraged over that,1,4555,2.25,['all_groups']
2259,1451,well white people are all alike so it should be an easy read,1,5478,2.25,['all_groups']
2260,2816,you had better believe it altright nationalism pepe,1,11093,2.25,['all_groups']
2261,4301,white culture is what you get when you put white ppl together wh cultures have more in common w each other than nonwhite,1,16517,2.25,['all_groups']
2262,9608,everything is racism white supremacy nazism,0,17831,1.0,['all_groups']
2263,6143,aside from being an habitual drunkard he s a habitual illegal shouldn t have a licence to begin with tattohisass send him back maga,1,20457,2.25,['all_groups']
2264,5076,what the fuhrer said about jew communists came to pass they are the parasites of the earth,1,19312,2.25,['all_groups']
2265,1943,the white lives matter rally tomorrow is going to be a disaster griffin is actively destroying white identitarian movt,1,7240,2.25,['all_groups']
2266,11105,the long road to the white house,0,8153,1.0,['all_groups']
2267,10228,triggeredtroll what is truly sad about this is the,0,9383,1.0,['all_groups']
2268,10327,fact more whites benefit from depend on welfare entitlement programs manipulate taxcode 2enrich than blacks latinos,0,7550,1.0,['all_groups']
2269,1347,i asked a simple question black conservative church going families do not hate whites or they are attending the wrong church you just spew division and hate feel sorry for you clueless,1,5061,2.25,['all_groups']
2270,3611,white pride worldwide t shirt swrm via,1,13793,2.25,['all_groups']
2271,12364,robert do you really trust what this admin says,0,3476,1.0,['all_groups']
2272,9415,those studies are counting hispanics as white,0,18292,1.0,['all_groups']
2273,1208,your civility in your posts is inspiring geller is racist what race is jihad terror agnst innocent civilians,1,4663,2.25,['all_groups']
2274,4982,well it never used to be much like it never used to be in white society but jewry effects,1,19193,2.25,['all_groups']
2275,424,we all need to stick together for the white race,1,1780,2.25,['all_groups']
2276,554,license to kill the white race whitegenocide thanksjews,1,2411,2.25,['all_groups']
2277,1954,they already said that no matter what if youre white youre racist,1,7281,2.25,['all_groups']
2278,6913,what would be another name for black lives matter rise of the planet of the apes,1,21288,2.25,['all_groups']
2279,10931,stop using stupid words like fundamental extremists etc it is jihad you don t have to kill to exercises jihad ask,0,714,1.0,['all_groups']
2280,5564,um ya i m sure that s what i meant banislam,1,19855,2.25,['all_groups']
2281,6857,what do you call a woman who thinks she can do anything a man can do wrong,1,21232,2.25,['all_groups']
2282,9174,mexicos supreme court rejects legalizing abortion nationwide prolife,0,18821,1.0,['all_groups']
2283,11144,that does sound a bit racist doesn t it this administration is racist,0,14566,1.0,['all_groups']
2284,9318,pittsburgh jewish agency and islamic center working together to bring more syrians to the city via,0,4338,1.0,['all_groups']
2285,6372,the us mexican governments should build joint prison facilities along the border to house these repeat criminals release to mx after,1,20697,2.25,['all_groups']
2286,8283,the north didn t officially end slavery til 1903 that was well after the mean ol south had been emancipated,0,1991,1.0,['all_groups']
2287,7633,if you re a white american you know,0,12438,1.0,['all_groups']
2288,7747,you guys realize that fair immigration is a recognized hate group run by a racist with white supremacist members look them up,0,8341,1.0,['all_groups']
2289,4954,breaking open borders rino neocon marco rubio wants mass amnesty and to flood usa with third world teaparty tcot,1,19162,2.25,['all_groups']
2290,10618,twenty gypsies attack white couple in czech republic hate crime mob attack video via 14w 14wordss,0,796,1.0,['all_groups']
2291,6532,my twitter account has been locked 4 me defending myself r country against subversion my comment was we can no longer tolerate idiotic talk from fools like u u will need to b tried executed ca etc r on the verge of war with us,1,20885,2.25,['all_groups']
2292,573,please help us kkk,1,2508,2.25,['all_groups']
2293,8138,white candidate for dnc chair says her job will be to shut other white people down video via,0,1812,1.0,['all_groups']
2294,6421,don t they realise if they pull the trigger they re going to lose badly i hope they do it we need a good culling anyway,1,20748,2.25,['all_groups']
2295,9088,this is what we have to deal with whites do not have freedom they are going to arrest us for posting innocuous material this is america,0,8192,1.0,['all_groups']
2296,8008,if the white house can dictate the bathroom policies of america what could possibly be beyond their reach keepncsafe,0,17948,1.0,['all_groups']
2297,5813,rt only if you entered the country legally otherwise it s handcuffs and back of the line for you,1,20120,2.25,['all_groups']
2298,11709,black man white woman genius,0,2147,1.0,['all_groups']
2299,2495,many whites are waking up to the wonder and pride of being white defend your race and culture white americans are america,1,9784,2.25,['all_groups']
2300,7887,santorum 2012 voters showed up for cruz in a low turnout caucus state not really surprising,0,7189,1.0,['all_groups']
2301,68,a white man s response to frederick douglass on independence day 4thofjuly july4th,1,260,2.25,['all_groups']
2302,4101,milo is gay jew ish,1,15730,2.25,['all_groups']
2303,12587,many muslim countries wouldnt have given him such high sentence,0,11655,1.0,['all_groups']
2304,14074,dismiss fin secretary for fooling you mr pm on his ability to handle the matter pl resign,0,372,1.0,['all_groups']
2305,11979,anti whites upset by stagnation of mixed race couples in canada full story,0,2120,1.0,['all_groups']
2306,7448,1v1 with my klan on hijack on bo2 if you can quickscope klan war,0,13992,1.0,['all_groups']
2307,1595,hamas pali lover what do those muslims want to kill jews honor give to fams jew killers dontbuythelies,1,5972,2.25,['all_groups']
2308,2856,the white race you speak of seems hardly worth preserving foisted on it by either they wanted it 1 2,1,11188,2.25,['all_groups']
2309,4217,michelle obama and melanie trump differ in one key area melania actually loves america and believes in it,1,16213,2.25,['all_groups']
2310,7261,war against the south vandals throw brick through mans windshield over confederate flag mural nothing hate,0,14874,1.0,['all_groups']
2311,10889,not going to be good in places like mi wi io oh and pa they want to see actual populist results not tru con rhetoric,0,16252,1.0,['all_groups']
2312,9536,our president needs to sue her and gloria allred,0,17192,1.0,['all_groups']
2313,245,you sound like a racist do you hate white people support genocide of native whites,1,934,2.25,['all_groups']
2314,6237,if you want open boarders take down your doors and windows off your house and put a sign up says all are welcome you take care of them,1,20556,2.25,['all_groups']
2315,6575,a gay guy a black guy and a jew get hit by a bus they all appear in front of the gates of heaven the angel says welcome to heaven the three guys beg him for a second chance the angel says i can only do it if you promised to give up what you love doing the most the three men immediately agreed to do that suddenly they re on the street and the bus is passing by they cautiously cross the street and continue walking until they come across a car which has an open window and a purse the gay guy says to the black guy don t do it man you re stronger than that but he reaches in anyway poof black guy disappears they continue walking until the jew comes across a penny he bends down with the gay guy behind him poof gay guy disappears,1,20950,2.25,['all_groups']
2316,12967,very productive day at the white house actforamerica makeamericasafeagain protectionoverpolitics,0,19010,1.0,['all_groups']
2317,3437,i just closed my account i won t be a customer of a company that supports jihad even if,1,13050,2.25,['all_groups']
2318,5290,have you ever considered that if nobody cares about ethnicity the entire human population will eventually turn brown,1,19554,2.25,['all_groups']
2319,6061,bring out the dogs and water cannons we re being invaded,1,20374,2.25,['all_groups']
2320,673,howtospotafeminist their favorite colour isn t white,1,2939,2.25,['all_groups']
2321,3070,why is that a stupid conclusion also i agree that black and white people shouldn t date,1,11970,2.25,['all_groups']
2322,4125,1 they have courage of conviction those white men who publicly gather as white men thei,1,15813,2.25,['all_groups']
2323,2348,they better stary with 2 106 of koran though written for jew objection can be applied to all of the korans hate intolerance,1,9097,2.25,['all_groups']
2324,6277,why do we have an immigration policy should just let them have a free for all and all can pay,1,20596,2.25,['all_groups']
2325,13536,experiences of a white teacher in a majority hispanic school via,0,16913,1.0,['all_groups']
2326,3542,norwood to bring back white rule to atlanta via,1,13500,2.25,['all_groups']
2327,6658,what s the difference between science and religion science will fly you to mars religion will fly you into a skyscraper,1,21033,2.25,['all_groups']
2328,9693,explicitly huwhite,0,3169,1.0,['all_groups']
2329,5489,correct they re not so why are they here get rid,1,19773,2.25,['all_groups']
2330,3449,after micah x it needs to go back up permanently why was it taken down to appease these people,1,13118,2.25,['all_groups']
2331,13480,southereners are a distinct american ethnicity which is white therefore the south would,0,17675,1.0,['all_groups']
2332,9468,claims one of the speakers vouched for a white ethno state,0,6824,1.0,['all_groups']
2333,7013,doing a physics degree is no way to get yourself a husband,1,21388,2.25,['all_groups']
2334,2036,arizona politician proposes a special holiday for white people altoarizona immigration,1,7566,2.25,['all_groups']
2335,11262,freedom of speech goes both ways some 1 speaks some 1 else either agrees or disagrees,0,16931,1.0,['all_groups']
2336,3617,yeah bro this totally stopped demographic decline and made america white again,1,13824,2.25,['all_groups']
2337,6311,send them back to their motherlandillegal is illegal no matter what you call em,1,20630,2.25,['all_groups']
2338,12428,double standard you hate white people,0,17818,1.0,['all_groups']
2339,12061,true but could have condemned violence on that side without naming antifa,0,10381,1.0,['all_groups']
2340,1427,the united states of america as we know it was created by white people historically immigration was primarily from europe,1,5398,2.25,['all_groups']
2341,6676,what s the difference between a feminist and a knife a knife has a point,1,21051,2.25,['all_groups']
2342,10659,this is why democrats are the biggest racist violent extremist hate group in america,0,781,1.0,['all_groups']
2343,6916,what s the difference between feminists and hockey players hockey players shower after number periods,1,21291,2.25,['all_groups']
2344,13028,what if we had plants to help make left look even more stupid and hateful holding signs sure to upset folks,0,1796,1.0,['all_groups']
2345,1413,shri is hindu minded and he will take right action some in bjp are useless no doubt,1,5337,2.25,['all_groups']
2346,114,i very much doubt you are white person of european descent from,1,474,2.25,['all_groups']
2347,3248,leave milo alone he is exposing white people for their hatred of white people,1,12498,2.25,['all_groups']
2348,6463,no behead muslims and all those who know no love or forgiveness,1,20792,2.25,['all_groups']
2349,230,white welcome aboard glad to have you,1,888,2.25,['all_groups']
2350,7073,so i guess women are now being promoted to the level of the jews as long as one says something happened we have to believe it because not possible they would lie,1,21451,2.25,['all_groups']
2351,9803,the people who are disaffected they wouldnt be disaffected if they were happy hunter said it himself,0,17312,1.0,['all_groups']
2352,9875,you do know this is just what white men think about muslim,0,14774,1.0,['all_groups']
2353,8288,looking forward to working with pm next week on developing smart cities across india,0,13448,1.0,['all_groups']
2354,1520,the queen mom couldn t didn t fathom there could ever come into being such an entity as a black hitler,1,5699,2.25,['all_groups']
2355,4404,deplorables don t need white supremacists trying to give us a bad name you are worthless just like antifa and black lives matter go away,1,16879,2.25,['all_groups']
2356,214,what about the betsy ross flag though back to basics white nationalism 13 white ethnostate,1,838,2.25,['all_groups']
2357,8344,until we denounce both white and black racists there can be no true dialogue on race,0,2686,1.0,['all_groups']
2358,6621,more than one third of africa lacks clean water i guess black people will even steal from their own kind,1,20996,2.25,['all_groups']
2359,12571,do you trust modi rt and share if you agree,0,1295,1.0,['all_groups']
2360,9635,american renaissance do you accept irish as white,0,10413,1.0,['all_groups']
2361,11439,literally none of us have said italians aren t white,0,9780,1.0,['all_groups']
2362,2182,what s shocking is 34 didn t think america settled by white euros let s see 12 3 black pop 12 5 brown pop misc minorities white cucks,1,8264,2.25,['all_groups']
2363,9464,we are fighting marxism in all of it s forms white nationalism is socialism no matter,0,8240,1.0,['all_groups']
2364,14056,is it racist to secure the borders,0,18764,1.0,['all_groups']
2365,14145,free wi fi in indian railways,0,4063,1.0,['all_groups']
2366,4630,i have lived this a know what is in store for all whites i ve seen our woman raped and brothers beat with 2x4s blacks and browns hate us,1,17914,2.25,['all_groups']
2367,9845,icymi fair s dan stein and rj hauman discuss president trump s proposed 70 point immigration plan click for more,0,6990,1.0,['all_groups']
2368,4215,look i m sorry you re white but you don t have to ruin it for everybody else,1,16206,2.25,['all_groups']
2369,12478,the kkk are the biggest joke i ve heard their superiority complexequals the inferiority in their minds,0,15483,1.0,['all_groups']
2370,11245,uk telegraph racial conflicts will dominate the 21st century via,0,15550,1.0,['all_groups']
2371,4102,most hate crimes are hoaxed white people are not out here targeting blacks and jews they do it to push their agenda of white racist,1,15731,2.25,['all_groups']
2372,11772,i mean they re white,0,4147,1.0,['all_groups']
2373,3341,this is the white man march whitemanmarch,1,12768,2.25,['all_groups']
2374,5719,camel is their mate of choice besides goats they d take offense to one getting a broken back,1,20017,2.25,['all_groups']
2375,3613,white song parody of fight song by rachel platten via,1,13798,2.25,['all_groups']
2376,9285,no way should we let 2 million daca into our country let them come back to become legal citizens,0,2462,1.0,['all_groups']
2377,1498,european refugee crisis worsens wakeupamerica whitelivesmatter,1,5637,2.25,['all_groups']
2378,7095,seeing prostitutes is morally wrong but being one is not why do women defend prostitutes while at the same time judging men for seeing them,1,21475,2.25,['all_groups']
2379,13218,u of alabama football team blacks outnumber whites 2 to 1 wvu football team blacks outnumber whites 3 to 1 wvuvsbama,0,2679,1.0,['all_groups']
2380,11977,trump cruz and new york values,0,13712,1.0,['all_groups']
2381,9876,challenge anyone to read over time where islamic precepts married to current events not think differently,0,2169,1.0,['all_groups']
2382,11597,cuck matt lewis jeb loses what was left of his legacy via,0,18647,1.0,['all_groups']
2383,12017,rt america is becoming non white and that s a good thing media great white people we have a right to exist media are you racist,0,8427,1.0,['all_groups']
2384,2055,and there was an underlying white identity resurgence to trump s campaign it s why the jews freaked so much,1,7650,2.25,['all_groups']
2385,10846,not at all we can do it right per jared taylor style yet bring to the public only reason he s been kept down is because he was 30 years ahead of his time absolute vanguard that kind of presentation these days will cast our nets super wide we will grow faster,0,10744,1.0,['all_groups']
2386,2058,ask more rss intellectuals to come on powerful twitter and spread the message of brahma vishnu and mahesh,1,7665,2.25,['all_groups']
2387,4918,flood feds predict another 127 000 illegals this year via border secureourborder noamnesty,1,19125,2.25,['all_groups']
2388,13755,this case is a joke if these men have the freedom to marry then jack phillips h,0,13936,1.0,['all_groups']
2389,11783,fight over flour bag swastika shuts down antique shop via,0,18683,1.0,['all_groups']
2390,4176,excellent just listening to moving speeches from enoch and sacco those against white identity reaff,1,16012,2.25,['all_groups']
2391,3798,telling it like it is as always be not ashamed white male via,1,14562,2.25,['all_groups']
2392,8937,john derbyshire has issue with whites exerting own interests identities nrx,0,18790,1.0,['all_groups']
2393,11920,brad people who read history have a general idea what is happening and what will come,0,8616,1.0,['all_groups']
2394,12557,suspected white supremacists r using white nationalists websites to get crime pseudo data,0,17262,1.0,['all_groups']
2395,483,american is white and christian you meant love,1,2105,2.25,['all_groups']
2396,4834,islam has special privileges in the uk muslims have been bullying britain and the leftists are their helpers,1,18769,2.25,['all_groups']
2397,10194,looking forward to the cruz cultists at the blaze carrying out their suicide pact when president trump is sworn in,0,7953,1.0,['all_groups']
2398,2473,i m not sure you can be called a racist that isn t the way it works anymore i m a white man so that makes me a racist automatically,1,9698,2.25,['all_groups']
2399,13791,white bread cool,0,13778,1.0,['all_groups']
2400,8803,he s one of the sharpest people in the greater dissident right wing move,0,11516,1.0,['all_groups']
2401,11732,handoverlakhvi i dont see that happening coz for pak all anti india ppl are called social workers there remember saeeda abeeda n hafiz,0,5725,1.0,['all_groups']
2402,5538,it will keep the ones out that can t afford a plane or a boat,1,19829,2.25,['all_groups']
2403,9344,family intactness by race 65 asians 54 white 41 hispanic 17 black pat fagan discussing now,0,12173,1.0,['all_groups']
2404,11071,faith in the white house,0,16018,1.0,['all_groups']
2405,10479,trump filled the white house with racist white nationalists like bannon mil,0,4517,1.0,['all_groups']
